target_word,context_word,count
now,within,3
now,dead,3
now,strong,4
now,towards,8
now,get,4
now,thought,4
now,paris,4
now,found,4
now,arm,3
now,seemed,3
now,spy,3
now,corner,3
now,something,5
now,soon,4
now,held,3
now,red,3
now,laid,3
now,hear,5
now,lady,5
now,arms,4
now,keep,5
now,set,3
now,began,4
now,believe,4
now,english,3
now,paper,3
now,indeed,3
now,feet,4
now,barsad,3
now,ill,3
now,along,3
now,mother,3
now,moved,4
now,taking,3
now,coach,4
now,best,3
now,just,12
now,quiet,3
now,kind,3
now,slowly,3
now,boy,3
now,city,3
now,end,3
now,present,3
now,want,3
now,o,3
now,part,3
now,heaven,5
now,ago,3
now,call,3
now,expression,3
now,influence,3
now,bring,3
now,second,3
now,touch,4
now,gate,3
now,course,3
now,force,3
now,save,3
now,fast,3
now,lord,3
now,power,4
now,dreadful,3
now,fallen,3
now,foot,3
now,pursued,3
now,law,3
now,thrown,3
now,character,3
now,worse,5
now,pray,3
now,stand,3
now,grave,3
now,comes,4
now,step,3
now,easily,3
now,higher,3
now,useless,4
now,republican,3
now,referred,3
now,decree,3
now,relations,3
now,dig,3
now,loo,6
hand,said,31
hand,mr,14
hand,one,17
hand,lorry,16
hand,defarge,15
hand,man,13
hand,little,15
hand,time,7
hand,now,12
hand,miss,4
hand,know,6
hand,good,3
hand,two,12
hand,like,5
hand,see,6
hand,looked,14
hand,never,6
hand,doctor,11
hand,madame,11
hand,long,4
hand,face,13
hand,old,7
hand,made,5
hand,much,5
hand,night,3
hand,way,6
hand,head,5
hand,well,4
hand,eyes,15
hand,father,9
hand,manette,5
hand,nothing,4
hand,carton,9
hand,life,5
hand,might,3
hand,many,3
hand,came,10
hand,look,11
hand,darnay,8
hand,go,3
hand,back,11
hand,away,7
hand,last,6
hand,dont,4
hand,people,4
hand,young,8
hand,may,7
hand,even,5
hand,lucie,9
hand,dear,4
hand,can,4
hand,turned,8
hand,door,6
hand,looking,9
hand,ever,5
hand,three,8
hand,yes,3
hand,monsieur,5
hand,mind,3
hand,first,4
hand,seen,3
hand,hands,5
hand,went,7
hand,let,8
hand,took,13
hand,prisoner,6
hand,put,15
hand,among,4
hand,without,3
hand,stryver,3
hand,left,11
hand,name,3
hand,place,6
hand,sat,5
hand,still,8
hand,charles,5
hand,done,7
hand,though,4
hand,stood,8
hand,manner,5
hand,dark,3
hand,light,5
hand,take,3
hand,child,3
hand,saw,3
hand,husband,3
hand,work,9
hand,voice,6
hand,brought,3
hand,returned,3
hand,room,3
hand,poor,4
hand,words,4
hand,streets,3
hand,taken,4
hand,jacques,6
hand,heart,5
hand,side,6
hand,word,3
hand,air,3
hand,lay,4
hand,woman,4
hand,round,6
hand,strong,6
hand,stopped,4
hand,towards,6
hand,hair,3
hand,together,4
hand,arm,10
hand,seemed,4
hand,speak,4
hand,passed,3
hand,half,3
hand,soon,5
hand,held,6
hand,hold,5
hand,behind,4
hand,answered,4
hand,laid,12
hand,close,6
hand,right,15
hand,prisoners,3
hand,lady,4
hand,arms,3
hand,breast,11
hand,window,5
hand,opened,6
hand,open,6
hand,evremonde,4
hand,road,3
hand,cried,3
hand,lips,11
hand,whose,3
hand,find,3
hand,vengeance,4
hand,give,4
hand,dropped,5
hand,wall,3
hand,rest,3
hand,knitting,3
hand,moved,6
hand,taking,4
hand,coach,3
hand,figure,3
hand,spoke,3
hand,sight,4
hand,fountain,3
hand,slowly,5
hand,large,3
hand,o,3
hand,across,3
hand,courtyard,3
hand,chair,8
hand,followed,4
hand,eye,7
hand,table,7
hand,doctors,5
hand,really,4
hand,blood,3
hand,raised,4
hand,touch,5
hand,cold,3
hand,defarges,3
hand,closed,4
hand,beyond,4
hand,understand,3
hand,gave,4
hand,glass,3
hand,bent,3
hand,cap,3
hand,shoulder,6
hand,smile,3
hand,fallen,3
hand,aside,3
hand,happened,3
hand,write,3
hand,foot,3
hand,forehead,3
hand,action,3
hand,caught,4
hand,drawing,3
hand,group,4
hand,hurried,5
hand,softly,4
hand,lamp,3
hand,intent,4
hand,steady,4
hand,promise,5
hand,troubled,3
hand,laying,6
hand,gently,3
hand,jackal,3
hand,drew,3
hand,kissed,5
hand,shoe,4
hand,knife,4
hand,breathing,3
hand,fixed,3
hand,knee,3
hand,clasped,3
hand,wave,4
hand,hollow,3
hand,elbow,3
hand,chin,5
hand,cartons,4
hand,waved,3
hand,certificate,3
hand,stayed,3
hand,clenched,4
hand,grasping,3
hand,linked,3
